Game,School,Year,opp_name,same_conf,outcome,pts,opp_pts,home_game,height_diversity,ethnic_diversity,region_diversity,class_diversity,school_diversity,degree_diversity,experience_with_opponent,experience_in_arena,conference_size,conf_wl,opp_games_played,opponent_win_loss,Coach_Name,Coaching_Years,Coach_Win_Loss_Perc,Coach_NCAA_appear,Team_Comp_Change,Percentage_Dif_Points
20,brown,2010,Princeton,1,-17,46,63,1,0,0.569444444,0.5,0.541666667,0.444444444,0.569444444,2,13,8,0.6,27,0.481,Jesse Agel,2,0.321,0,0.3684,-0.369565217
21,brown,2010,Pennsylvania,1,-1,54,55,1,0,0.569444444,0.5,0.541666667,0.444444444,0.569444444,2,13,8,0.6,28,0.357,Jesse Agel,2,0.321,0,0.3684,-0.018518519
22,brown,2010,Columbia,1,-11,54,65,0,0,0.569444444,0.5,0.541666667,0.444444444,0.569444444,2,1,8,0.6,28,0.429,Jesse Agel,2,0.321,0,0.3684,-0.203703704
23,brown,2010,Cornell,1,-14,60,74,0,0,0.569444444,0.5,0.541666667,0.444444444,0.569444444,2,1,8,0.6,31,0.677,Jesse Agel,2,0.321,0,0.3684,-0.233333333
24,brown,2010,Dartmouth,1,15,75,60,1,0,0.569444444,0.5,0.541666667,0.444444444,0.569444444,2,13,8,0.6,28,0.321,Jesse Agel,2,0.321,0,0.3684,0.2
25,brown,2010,Harvard,1,-14,67,81,1,0,0.569444444,0.5,0.541666667,0.444444444,0.569444444,2,13,8,0.6,28,0.5,Jesse Agel,2,0.321,0,0.3684,-0.208955224
26,brown,2010,Pennsylvania,1,7,80,73,0,0,0.569444444,0.5,0.541666667,0.444444444,0.569444444,2,3,8,0.6,28,0.357,Jesse Agel,2,0.321,0,0.3684,0.0875
27,brown,2010,Princeton,1,3,57,54,0,0,0.569444444,0.5,0.541666667,0.444444444,0.569444444,2,1,8,0.6,27,0.481,Jesse Agel,2,0.321,0,0.3684,0.052631579
28,brown,2010,Harvard,1,-20,71,91,0,0,0.569444444,0.5,0.541666667,0.444444444,0.569444444,2,1,8,0.6,28,0.5,Jesse Agel,2,0.321,0,0.3684,-0.281690141
29,brown,2010,Dartmouth,1,19,76,57,0,0,0.569444444,0.5,0.541666667,0.444444444,0.569444444,2,1,8,0.6,28,0.321,Jesse Agel,2,0.321,0,0.3684,0.25
30,brown,2010,Cornell,1,-19,76,95,1,0,0.569444444,0.5,0.541666667,0.444444444,0.569444444,2,13,8,0.6,31,0.677,Jesse Agel,2,0.321,0,0.3684,-0.25
31,brown,2010,Columbia,1,-9,56,65,1,0,0.569444444,0.5,0.541666667,0.444444444,0.569444444,2,13,8,0.6,28,0.429,Jesse Agel,2,0.321,0,0.3684,-0.160714286
1,brown,2011,Fordham,0,4,69,65,0,0,0.6328125,0.7421875,0.4140625,0.4296875,0.6015625,1,1,14,0.631,28,0.071,Jesse Agel,3,0.339,0,0.4375,0.057971014
2,brown,2011,Rhode Island,0,-25,67,92,0,0,0.6328125,0.7421875,0.4140625,0.4296875,0.6015625,1,1,14,0.631,36,0.722,Jesse Agel,3,0.339,0,0.4375,-0.373134328
3,brown,2011,Sacred Heart,0,14,81,67,1,0,0.6328125,0.7421875,0.4140625,0.4296875,0.6015625,1,13,12,0.642,29,0.483,Jesse Agel,3,0.339,0,0.4375,0.172839506
4,brown,2011,St. Francis (NY),0,4,67,63,1,0,0.6328125,0.7421875,0.4140625,0.4296875,0.6015625,1,13,12,0.642,29,0.379,Jesse Agel,3,0.339,0,0.4375,0.059701493
5,brown,2011,New Hampshire,0,-4,66,70,0,0,0.6328125,0.7421875,0.4140625,0.4296875,0.6015625,1,1,9,0.583,30,0.433,Jesse Agel,3,0.339,0,0.4375,-0.060606061
6,brown,2011,Hartford,0,-12,46,58,0,0,0.6328125,0.7421875,0.4140625,0.4296875,0.6015625,1,1,9,0.583,30,0.267,Jesse Agel,3,0.339,0,0.4375,-0.260869565
7,brown,2011,Maine,0,8,62,54,0,0,0.6328125,0.7421875,0.4140625,0.4296875,0.6015625,1,1,9,0.583,30,0.633,Jesse Agel,3,0.339,0,0.4375,0.129032258
8,brown,2011,Providence,0,-27,64,91,0,0,0.6328125,0.7421875,0.4140625,0.4296875,0.6015625,1,1,16,0.626,31,0.387,Jesse Agel,3,0.339,0,0.4375,-0.421875
9,brown,2011,Army,0,-2,86,88,1,0,0.6328125,0.7421875,0.4140625,0.4296875,0.6015625,1,13,8,0.6,29,0.483,Jesse Agel,3,0.339,0,0.4375,-0.023255814
10,brown,2011,Central Connecticut State,0,-16,51,67,0,0,0.6328125,0.7421875,0.4140625,0.4296875,0.6015625,1,1,12,0.642,30,0.4,Jesse Agel,3,0.339,0,0.4375,-0.31372549
11,brown,2011,Bryant,0,13,84,71,1,0,0.6328125,0.7421875,0.4140625,0.4296875,0.6015625,1,13,12,0.642,0,0,Jesse Agel,3,0.339,0,0.4375,0.154761905
12,brown,2011,American,0,-10,67,77,0,0,0.6328125,0.7421875,0.4140625,0.4296875,0.6015625,1,1,8,0.6,31,0.355,Jesse Agel,3,0.339,0,0.4375,-0.149253731
13,brown,2011,Lyndon State,0,33,88,55,1,0,0.6328125,0.7421875,0.4140625,0.4296875,0.6015625,1,13,0,0,0,0,Jesse Agel,3,0.339,0,0.4375,0.375
14,brown,2011,Yale,1,-5,64,69,1,0,0.6328125,0.7421875,0.4140625,0.4296875,0.6015625,2,13,8,0.6,31,0.387,Jesse Agel,3,0.339,0,0.4375,-0.078125
15,brown,2011,Quinnipiac,0,9,87,78,1,0,0.6328125,0.7421875,0.4140625,0.4296875,0.6015625,1,13,12,0.642,33,0.697,Jesse Agel,3,0.339,0,0.4375,0.103448276
16,brown,2011,Yale,1,-8,51,59,0,0,0.6328125,0.7421875,0.4140625,0.4296875,0.6015625,2,1,8,0.6,31,0.387,Jesse Agel,3,0.339,0,0.4375,-0.156862745
17,brown,2011,Princeton,1,-18,60,78,0,0,0.6328125,0.7421875,0.4140625,0.4296875,0.6015625,2,1,8,0.6,31,0.71,Jesse Agel,3,0.339,0,0.4375,-0.3
18,brown,2011,Pennsylvania,1,-2,78,80,0,0,0.6328125,0.7421875,0.4140625,0.4296875,0.6015625,2,1,8,0.6,28,0.214,Jesse Agel,3,0.339,0,0.4375,-0.025641026
19,brown,2011,Columbia,1,8,87,79,1,0,0.6328125,0.7421875,0.4140625,0.4296875,0.6015625,2,13,8,0.6,28,0.393,Jesse Agel,3,0.339,0,0.4375,0.091954023
20,brown,2011,Cornell,1,-12,79,91,1,0,0.6328125,0.7421875,0.4140625,0.4296875,0.6015625,2,13,8,0.6,34,0.853,Jesse Agel,3,0.339,0,0.4375,-0.151898734
21,brown,2011,Dartmouth,1,9,75,66,0,0,0.6328125,0.7421875,0.4140625,0.4296875,0.6015625,2,1,8,0.6,28,0.179,Jesse Agel,3,0.339,0,0.4375,0.12
22,brown,2011,Harvard,1,-7,78,85,0,0,0.6328125,0.7421875,0.4140625,0.4296875,0.6015625,2,1,8,0.6,29,0.724,Jesse Agel,3,0.339,0,0.4375,-0.08974359
23,brown,2011,Pennsylvania,1,-8,62,70,1,0,0.6328125,0.7421875,0.4140625,0.4296875,0.6015625,2,13,8,0.6,28,0.214,Jesse Agel,3,0.339,0,0.4375,-0.129032258
24,brown,2011,Princeton,1,10,75,65,1,0,0.6328125,0.7421875,0.4140625,0.4296875,0.6015625,2,13,8,0.6,31,0.71,Jesse Agel,3,0.339,0,0.4375,0.133333333
25,brown,2011,Harvard,1,-6,68,74,1,0,0.6328125,0.7421875,0.4140625,0.4296875,0.6015625,2,13,8,0.6,29,0.724,Jesse Agel,3,0.339,0,0.4375,-0.088235294
26,brown,2011,Dartmouth,1,24,100,76,1,0,0.6328125,0.7421875,0.4140625,0.4296875,0.6015625,2,13,8,0.6,28,0.179,Jesse Agel,3,0.339,0,0.4375,0.24
27,brown,2011,Cornell,1,-9,66,75,0,0,0.6328125,0.7421875,0.4140625,0.4296875,0.6015625,2,1,8,0.6,34,0.853,Jesse Agel,3,0.339,0,0.4375,-0.136363636
28,brown,2011,Columbia,1,-17,74,91,0,0,0.6328125,0.7421875,0.4140625,0.4296875,0.6015625,2,1,8,0.6,28,0.393,Jesse Agel,3,0.339,0,0.4375,-0.22972973
1,brown,2012,Johnson &amp; Wales (RI),0,20,86,66,0,0,0.72,0.7,0.18,0.42,0.64,1,0,0,0,0,0,Jesse Agel,4,0.356,0,0.3333,0.23255814
2,brown,2012,Albany (NY),0,-9,68,77,0,0,0.72,0.7,0.18,0.42,0.64,1,0,9,0.583,32,0.5,Jesse Agel,4,0.356,0,0.3333,-0.132352941
3,brown,2012,Manhattan,0,-2,52,54,0,0,0.72,0.7,0.18,0.42,0.64,1,1,10,0.597,31,0.194,Jesse Agel,4,0.356,0,0.3333,-0.038461538
4,brown,2012,Hartford,0,7,59,52,1,0,0.72,0.7,0.18,0.42,0.64,1,14,9,0.583,31,0.355,Jesse Agel,4,0.356,0,0.3333,0.118644068
5,brown,2012,George Mason,0,-26,48,74,0,0,0.72,0.7,0.18,0.42,0.64,1,1,12,0.642,34,0.794,Jesse Agel,4,0.356,0,0.3333,-0.541666667
6,brown,2012,Monmouth,0,8,79,71,0,0,0.72,0.7,0.18,0.42,0.64,1,0,12,0.642,30,0.3,Jesse Agel,4,0.356,0,0.3333,0.101265823
7,brown,2012,Sacred Heart,0,-13,64,77,0,0,0.72,0.7,0.18,0.42,0.64,1,1,12,0.642,29,0.379,Jesse Agel,4,0.356,0,0.3333,-0.203125
8,brown,2012,Rhode Island,0,9,65,56,1,0,0.72,0.7,0.18,0.42,0.64,1,14,14,0.631,34,0.588,Jesse Agel,4,0.356,0,0.3333,0.138461538
9,brown,2012,Iowa,0,-21,54,75,0,0,0.72,0.7,0.18,0.42,0.64,1,1,12,0.642,31,0.355,Jesse Agel,4,0.356,0,0.3333,-0.388888889
10,brown,2012,Providence,0,-31,49,80,0,0,0.72,0.7,0.18,0.42,0.64,1,1,16,0.626,32,0.469,Jesse Agel,4,0.356,0,0.3333,-0.632653061
11,brown,2012,New Hampshire,0,-13,56,69,1,0,0.72,0.7,0.18,0.42,0.64,1,14,9,0.583,30,0.4,Jesse Agel,4,0.356,0,0.3333,-0.232142857
12,brown,2012,Central Connecticut State,0,10,90,80,1,0,0.72,0.7,0.18,0.42,0.64,1,14,12,0.642,31,0.613,Jesse Agel,4,0.356,0,0.3333,0.111111111
13,brown,2012,Maine,0,-13,58,71,1,0,0.72,0.7,0.18,0.42,0.64,1,14,9,0.583,30,0.5,Jesse Agel,4,0.356,0,0.3333,-0.224137931
14,brown,2012,St. Francis (NY),0,-17,49,66,0,0,0.72,0.7,0.18,0.42,0.64,1,1,12,0.642,30,0.5,Jesse Agel,4,0.356,0,0.3333,-0.346938776
15,brown,2012,American,0,-9,61,70,1,0,0.72,0.7,0.18,0.42,0.64,1,14,8,0.6,31,0.71,Jesse Agel,4,0.356,0,0.3333,-0.147540984
16,brown,2012,Longwood,0,-2,77,79,1,0,0.72,0.7,0.18,0.42,0.64,1,14,3,0.549,31,0.387,Jesse Agel,4,0.356,0,0.3333,-0.025974026
17,brown,2012,Yale,1,-4,64,68,0,0,0.72,0.7,0.18,0.42,0.64,2,1,8,0.6,28,0.536,Jesse Agel,4,0.356,0,0.3333,-0.0625
18,brown,2012,Yale,1,-13,60,73,1,0,0.72,0.7,0.18,0.42,0.64,2,14,8,0.6,28,0.536,Jesse Agel,4,0.356,0,0.3333,-0.216666667
19,brown,2012,Bryant,0,7,67,60,0,0,0.72,0.7,0.18,0.42,0.64,1,1,12,0.642,30,0.3,Jesse Agel,4,0.356,0,0.3333,0.104477612
20,brown,2012,Dartmouth,1,7,66,59,1,0,0.72,0.7,0.18,0.42,0.64,2,14,8,0.6,28,0.179,Jesse Agel,4,0.356,0,0.3333,0.106060606
21,brown,2012,Harvard,1,-9,59,68,1,0,0.72,0.7,0.18,0.42,0.64,2,14,8,0.6,30,0.767,Jesse Agel,4,0.356,0,0.3333,-0.152542373
22,brown,2012,Princeton,1,-14,63,77,1,0,0.72,0.7,0.18,0.42,0.64,2,14,8,0.6,32,0.781,Jesse Agel,4,0.356,0,0.3333,-0.222222222
23,brown,2012,Pennsylvania,1,-17,48,65,1,0,0.72,0.7,0.18,0.42,0.64,2,14,8,0.6,28,0.464,Jesse Agel,4,0.356,0,0.3333,-0.354166667
24,brown,2012,Columbia,1,-26,60,86,0,0,0.72,0.7,0.18,0.42,0.64,2,1,8,0.6,28,0.536,Jesse Agel,4,0.356,0,0.3333,-0.433333333
25,brown,2012,Cornell,1,-9,63,72,0,0,0.72,0.7,0.18,0.42,0.64,2,1,8,0.6,28,0.357,Jesse Agel,4,0.356,0,0.3333,-0.142857143
26,brown,2012,Harvard,1,-27,42,69,0,0,0.72,0.7,0.18,0.42,0.64,2,1,8,0.6,30,0.767,Jesse Agel,4,0.356,0,0.3333,-0.642857143
27,brown,2012,Dartmouth,1,-5,53,58,0,0,0.72,0.7,0.18,0.42,0.64,2,1,8,0.6,28,0.179,Jesse Agel,4,0.356,0,0.3333,-0.094339623
28,brown,2012,Cornell,1,-6,63,69,1,0,0.72,0.7,0.18,0.42,0.64,2,14,8,0.6,28,0.357,Jesse Agel,4,0.356,0,0.3333,-0.095238095
29,brown,2012,Columbia,1,16,94,78,1,0,0.72,0.7,0.18,0.42,0.64,2,14,8,0.6,28,0.536,Jesse Agel,4,0.356,0,0.3333,0.170212766
30,brown,2012,Pennsylvania,1,-11,43,54,0,0,0.72,0.7,0.18,0.42,0.64,2,1,8,0.6,28,0.464,Jesse Agel,4,0.356,0,0.3333,-0.255813953
31,brown,2012,Princeton,1,-34,47,81,0,0,0.72,0.7,0.18,0.42,0.64,2,1,8,0.6,32,0.781,Jesse Agel,4,0.356,0,0.3333,-0.723404255
1,brown,2013,Binghamton,0,9,58,49,0,0,0.744897959,0.765306122,0.132653061,0.336734694,0.683673469,1,1,9,0.583,31,0.065,Mike Martin,1,0.331,0,0.3529,0.155172414
2,brown,2013,Central Connecticut State,0,-15,71,86,0,0,0.744897959,0.765306122,0.132653061,0.336734694,0.683673469,1,1,12,0.642,29,0.448,Mike Martin,1,0.331,0,0.3529,-0.211267606
3,brown,2013,Maine,0,2,70,68,0,0,0.744897959,0.765306122,0.132653061,0.336734694,0.683673469,1,1,9,0.583,29,0.414,Mike Martin,1,0.331,0,0.3529,0.028571429
4,brown,2013,Bryant,0,-7,61,68,1,0,0.744897959,0.765306122,0.132653061,0.336734694,0.683673469,1,12,12,0.642,30,0.067,Mike Martin,1,0.331,0,0.3529,-0.114754098
5,brown,2013,St. Francis (NY),0,-4,72,76,1,0,0.744897959,0.765306122,0.132653061,0.336734694,0.683673469,1,12,12,0.642,30,0.5,Mike Martin,1,0.331,0,0.3529,-0.055555556
6,brown,2013,Sacred Heart,0,13,69,56,1,0,0.744897959,0.765306122,0.132653061,0.336734694,0.683673469,1,12,12,0.642,32,0.438,Mike Martin,1,0.331,0,0.3529,0.188405797
7,brown,2013,New Hampshire,0,-13,50,63,0,0,0.744897959,0.765306122,0.132653061,0.336734694,0.683673469,1,1,9,0.583,29,0.448,Mike Martin,1,0.331,0,0.3529,-0.26
8,brown,2013,Notre Dame,0,-27,57,84,0,0,0.744897959,0.765306122,0.132653061,0.336734694,0.683673469,1,1,15,0.618,34,0.647,Mike Martin,1,0.331,0,0.3529,-0.473684211
9,brown,2013,Northwestern,0,-21,42,63,0,0,0.744897959,0.765306122,0.132653061,0.336734694,0.683673469,1,1,12,0.642,33,0.576,Mike Martin,1,0.331,0,0.3529,-0.5
10,brown,2013,Providence,0,1,69,68,0,0,0.744897959,0.765306122,0.132653061,0.336734694,0.683673469,1,0,15,0.618,32,0.469,Mike Martin,1,0.331,0,0.3529,0.014492754
11,brown,2013,Albany (NY),0,-7,50,57,0,0,0.744897959,0.765306122,0.132653061,0.336734694,0.683673469,1,1,9,0.583,34,0.559,Mike Martin,1,0.331,0,0.3529,-0.14
12,brown,2013,Rhode Island,0,-12,47,59,0,0,0.744897959,0.765306122,0.132653061,0.336734694,0.683673469,1,1,16,0.626,31,0.226,Mike Martin,1,0.331,0,0.3529,-0.255319149
13,brown,2013,Niagara,0,1,75,74,1,0,0.744897959,0.765306122,0.132653061,0.336734694,0.683673469,1,12,10,0.597,33,0.424,Mike Martin,1,0.331,0,0.3529,0.013333333
14,brown,2013,Daniel Webster,0,37,71,34,1,0,0.744897959,0.765306122,0.132653061,0.336734694,0.683673469,1,12,0,0,0,0,Mike Martin,1,0.331,0,0.3529,0.521126761
15,brown,2013,Yale,1,14,65,51,1,0,0.744897959,0.765306122,0.132653061,0.336734694,0.683673469,2,12,8,0.6,29,0.655,Mike Martin,1,0.331,0,0.3529,0.215384615
16,brown,2013,Yale,1,-12,64,76,0,0,0.744897959,0.765306122,0.132653061,0.336734694,0.683673469,2,1,8,0.6,29,0.655,Mike Martin,1,0.331,0,0.3529,-0.1875
17,brown,2013,Dartmouth,1,12,62,50,0,0,0.744897959,0.765306122,0.132653061,0.336734694,0.683673469,2,1,8,0.6,30,0.167,Mike Martin,1,0.331,0,0.3529,0.193548387
18,brown,2013,Harvard,1,-7,82,89,0,0,0.744897959,0.765306122,0.132653061,0.336734694,0.683673469,2,1,8,0.6,31,0.839,Mike Martin,1,0.331,0,0.3529,-0.085365854
19,brown,2013,Princeton,1,-17,46,63,0,0,0.744897959,0.765306122,0.132653061,0.336734694,0.683673469,2,1,8,0.6,32,0.625,Mike Martin,1,0.331,0,0.3529,-0.369565217
20,brown,2013,Pennsylvania,1,-23,48,71,0,0,0.744897959,0.765306122,0.132653061,0.336734694,0.683673469,2,1,8,0.6,33,0.606,Mike Martin,1,0.331,0,0.3529,-0.479166667
21,brown,2013,Columbia,1,3,58,55,1,0,0.744897959,0.765306122,0.132653061,0.336734694,0.683673469,2,12,8,0.6,30,0.5,Mike Martin,1,0.331,0,0.3529,0.051724138
22,brown,2013,Cornell,1,-3,66,69,1,0,0.744897959,0.765306122,0.132653061,0.336734694,0.683673469,2,12,8,0.6,28,0.429,Mike Martin,1,0.331,0,0.3529,-0.045454545
23,brown,2013,Harvard,1,-18,47,65,1,0,0.744897959,0.765306122,0.132653061,0.336734694,0.683673469,2,12,8,0.6,31,0.839,Mike Martin,1,0.331,0,0.3529,-0.382978723
24,brown,2013,Dartmouth,1,9,59,50,1,0,0.744897959,0.765306122,0.132653061,0.336734694,0.683673469,2,12,8,0.6,30,0.167,Mike Martin,1,0.331,0,0.3529,0.152542373
25,brown,2013,Cornell,1,19,84,65,0,0,0.744897959,0.765306122,0.132653061,0.336734694,0.683673469,2,1,8,0.6,28,0.429,Mike Martin,1,0.331,0,0.3529,0.226190476
26,brown,2013,Columbia,1,3,61,58,0,0,0.744897959,0.765306122,0.132653061,0.336734694,0.683673469,2,1,8,0.6,30,0.5,Mike Martin,1,0.331,0,0.3529,0.049180328
27,brown,2013,Pennsylvania,1,-2,64,66,1,0,0.744897959,0.765306122,0.132653061,0.336734694,0.683673469,2,12,8,0.6,33,0.606,Mike Martin,1,0.331,0,0.3529,-0.03125
28,brown,2013,Princeton,1,13,80,67,1,0,0.744897959,0.765306122,0.132653061,0.336734694,0.683673469,2,12,8,0.6,32,0.625,Mike Martin,1,0.331,0,0.3529,0.1625
1,brown,2014,Binghamton,0,17,74,57,1,0,0.673469388,0.724489796,0.132653061,0.408163265,0.724489796,1,14,9,0.583,30,0.1,Mike Martin,2,0.464,0,0.2222,0.22972973
2,brown,2014,Providence,0,-4,69,73,0,0,0.673469388,0.724489796,0.132653061,0.408163265,0.724489796,1,1,10,0.597,34,0.559,Mike Martin,2,0.464,0,0.2222,-0.057971014
3,brown,2014,Sacred Heart,0,12,85,73,0,0,0.673469388,0.724489796,0.132653061,0.408163265,0.724489796,1,1,10,0.597,29,0.31,Mike Martin,2,0.464,0,0.2222,0.141176471
4,brown,2014,Massachusetts-Lowell,0,11,87,76,0,0,0.673469388,0.724489796,0.132653061,0.408163265,0.724489796,1,1,9,0.583,0,0,Mike Martin,2,0.464,0,0.2222,0.126436782
5,brown,2014,Longwood,0,12,81,69,0,0,0.673469388,0.724489796,0.132653061,0.408163265,0.724489796,1,1,12,0.642,33,0.242,Mike Martin,2,0.464,0,0.2222,0.148148148
6,brown,2014,Bryant,0,-3,67,70,0,0,0.673469388,0.724489796,0.132653061,0.408163265,0.724489796,1,1,10,0.597,31,0.613,Mike Martin,2,0.464,0,0.2222,-0.044776119
7,brown,2014,Central Connecticut State,0,11,72,61,1,0,0.673469388,0.724489796,0.132653061,0.408163265,0.724489796,1,14,10,0.597,30,0.433,Mike Martin,2,0.464,0,0.2222,0.152777778
8,brown,2014,American,0,5,72,67,0,0,0.673469388,0.724489796,0.132653061,0.408163265,0.724489796,1,1,10,0.597,30,0.333,Mike Martin,2,0.464,0,0.2222,0.069444444
9,brown,2014,Albany (NY),0,-6,68,74,1,0,0.673469388,0.724489796,0.132653061,0.408163265,0.724489796,1,14,9,0.583,35,0.686,Mike Martin,2,0.464,0,0.2222,-0.088235294
10,brown,2014,Northwestern,0,-6,52,58,0,0,0.673469388,0.724489796,0.132653061,0.408163265,0.724489796,1,1,12,0.642,32,0.406,Mike Martin,2,0.464,0,0.2222,-0.115384615
11,brown,2014,Niagara,0,-3,65,68,0,0,0.673469388,0.724489796,0.132653061,0.408163265,0.724489796,1,1,11,0.64,33,0.576,Mike Martin,2,0.464,0,0.2222,-0.046153846
12,brown,2014,Rhode Island,0,-9,66,75,1,0,0.673469388,0.724489796,0.132653061,0.408163265,0.724489796,1,14,13,0.618,29,0.276,Mike Martin,2,0.464,0,0.2222,-0.136363636
13,brown,2014,New Hampshire,0,4,72,68,1,0,0.673469388,0.724489796,0.132653061,0.408163265,0.724489796,1,14,9,0.583,29,0.31,Mike Martin,2,0.464,0,0.2222,0.055555556
14,brown,2014,Daniel Webster,0,41,91,50,1,0,0.673469388,0.724489796,0.132653061,0.408163265,0.724489796,1,14,0,0,0,0,Mike Martin,2,0.464,0,0.2222,0.450549451
15,brown,2014,Yale,1,-7,67,74,0,0,0.673469388,0.724489796,0.132653061,0.408163265,0.724489796,2,1,8,0.6,31,0.452,Mike Martin,2,0.464,0,0.2222,-0.104477612
16,brown,2014,Yale,1,17,73,56,1,0,0.673469388,0.724489796,0.132653061,0.408163265,0.724489796,2,14,8,0.6,31,0.452,Mike Martin,2,0.464,0,0.2222,0.232876712
17,brown,2014,Cornell,1,12,78,66,1,0,0.673469388,0.724489796,0.132653061,0.408163265,0.724489796,2,14,8,0.6,31,0.419,Mike Martin,2,0.464,0,0.2222,0.153846154
18,brown,2014,Columbia,1,8,64,56,1,0,0.673469388,0.724489796,0.132653061,0.408163265,0.724489796,2,14,8,0.6,28,0.429,Mike Martin,2,0.464,0,0.2222,0.125
19,brown,2014,Harvard,1,-7,45,52,0,0,0.673469388,0.724489796,0.132653061,0.408163265,0.724489796,2,1,8,0.6,30,0.667,Mike Martin,2,0.464,0,0.2222,-0.155555556
20,brown,2014,Dartmouth,1,13,75,62,0,0,0.673469388,0.724489796,0.132653061,0.408163265,0.724489796,2,1,8,0.6,28,0.321,Mike Martin,2,0.464,0,0.2222,0.173333333
21,brown,2014,Princeton,1,-4,65,69,1,0,0.673469388,0.724489796,0.132653061,0.408163265,0.724489796,2,14,8,0.6,28,0.607,Mike Martin,2,0.464,0,0.2222,-0.061538462
22,brown,2014,Pennsylvania,1,7,62,55,1,0,0.673469388,0.724489796,0.132653061,0.408163265,0.724489796,2,14,8,0.6,31,0.29,Mike Martin,2,0.464,0,0.2222,0.112903226
23,brown,2014,Columbia,1,-2,68,70,0,0,0.673469388,0.724489796,0.132653061,0.408163265,0.724489796,2,1,8,0.6,28,0.429,Mike Martin,2,0.464,0,0.2222,-0.029411765
24,brown,2014,Cornell,1,6,81,75,0,0,0.673469388,0.724489796,0.132653061,0.408163265,0.724489796,2,1,8,0.6,31,0.419,Mike Martin,2,0.464,0,0.2222,0.074074074
25,brown,2014,Pennsylvania,1,9,76,67,0,0,0.673469388,0.724489796,0.132653061,0.408163265,0.724489796,2,1,8,0.6,31,0.29,Mike Martin,2,0.464,0,0.2222,0.118421053
26,brown,2014,Princeton,1,-5,64,69,0,0,0.673469388,0.724489796,0.132653061,0.408163265,0.724489796,2,1,8,0.6,28,0.607,Mike Martin,2,0.464,0,0.2222,-0.078125
27,brown,2014,Dartmouth,1,-7,68,75,1,0,0.673469388,0.724489796,0.132653061,0.408163265,0.724489796,2,14,8,0.6,28,0.321,Mike Martin,2,0.464,0,0.2222,-0.102941176
28,brown,2014,Harvard,1,-5,93,98,1,0,0.673469388,0.724489796,0.132653061,0.408163265,0.724489796,2,14,8,0.6,30,0.667,Mike Martin,2,0.464,0,0.2222,-0.053763441
29,brown,2014,Holy Cross,0,-3,65,68,1,0,0.673469388,0.724489796,0.132653061,0.408163265,0.724489796,1,14,10,0.597,30,0.4,Mike Martin,2,0.464,0,0.2222,-0.046153846
1,brown,2015,Saint Peter's,0,12,70,58,0,0,0.524444444,0.737777778,0.24,0.48,0.711111111,1,0,11,0.64,31,0.452,Mike Martin,3,0.491,0,0.4444,0.171428571
2,brown,2015,Northwestern,0,-13,56,69,0,0,0.524444444,0.737777778,0.24,0.48,0.711111111,1,0,14,0.631,33,0.424,Mike Martin,3,0.491,0,0.4444,-0.232142857
3,brown,2015,Holy Cross,0,-15,65,80,0,0,0.524444444,0.737777778,0.24,0.48,0.711111111,1,0,10,0.597,34,0.588,Mike Martin,3,0.491,0,0.4444,-0.230769231
4,brown,2015,Indiana State,0,-12,66,78,0,0,0.524444444,0.737777778,0.24,0.48,0.711111111,1,0,10,0.597,34,0.676,Mike Martin,3,0.491,0,0.4444,-0.181818182
5,brown,2015,Illinois,0,-21,68,89,0,0,0.524444444,0.737777778,0.24,0.48,0.711111111,1,0,14,0.631,35,0.571,Mike Martin,3,0.491,0,0.4444,-0.308823529
6,brown,2015,Austin Peay,0,-21,58,79,0,0,0.524444444,0.737777778,0.24,0.48,0.711111111,1,0,12,0.642,30,0.4,Mike Martin,3,0.491,0,0.4444,-0.362068966
7,brown,2015,Prairie View,0,10,81,71,0,0,0.524444444,0.737777778,0.24,0.48,0.711111111,1,0,10,0.597,34,0.324,Mike Martin,3,0.491,0,0.4444,0.12345679
8,brown,2015,Johnson &amp; Wales (RI),0,10,75,65,0,0,0.524444444,0.737777778,0.24,0.48,0.711111111,1,0,0,0,0,0,Mike Martin,3,0.491,0,0.4444,0.133333333
9,brown,2015,American,0,-17,49,66,0,0,0.524444444,0.737777778,0.24,0.48,0.711111111,1,0,10,0.597,33,0.606,Mike Martin,3,0.491,0,0.4444,-0.346938776
10,brown,2015,Bryant,0,7,69,62,0,0,0.524444444,0.737777778,0.24,0.48,0.711111111,1,0,10,0.597,32,0.563,Mike Martin,3,0.491,0,0.4444,0.101449275
11,brown,2015,Providence,0,10,77,67,0,0,0.524444444,0.737777778,0.24,0.48,0.711111111,1,0,10,0.597,35,0.657,Mike Martin,3,0.491,0,0.4444,0.12987013
12,brown,2015,Central Connecticut State,0,12,67,55,0,0,0.524444444,0.737777778,0.24,0.48,0.711111111,1,0,10,0.597,30,0.367,Mike Martin,3,0.491,0,0.4444,0.179104478
13,brown,2015,Sacred Heart,0,3,79,76,0,0,0.524444444,0.737777778,0.24,0.48,0.711111111,1,0,10,0.597,31,0.161,Mike Martin,3,0.491,0,0.4444,0.037974684
14,brown,2015,Rhode Island,0,-20,60,80,0,0,0.524444444,0.737777778,0.24,0.48,0.711111111,1,0,14,0.631,32,0.438,Mike Martin,3,0.491,0,0.4444,-0.333333333
15,brown,2015,Massachusetts-Lowell,0,9,58,49,0,0,0.524444444,0.737777778,0.24,0.48,0.711111111,1,0,9,0.583,28,0.357,Mike Martin,3,0.491,0,0.4444,0.155172414
